region,population_type,gender,age,count
Manatuto,Urban,Female,59,11
Manatuto,Urban,Female,60,16
Manatuto,Urban,Female,61,14
Manatuto,Urban,Female,62,20
Manatuto,Urban,Female,63,16
Manatuto,Urban,Female,64,15
Manatuto,Urban,Female,65,9
Manatuto,Urban,Female,66,8
Manatuto,Urban,Female,67,5
Manatuto,Urban,Female,68,9
Manatuto,Urban,Female,69,6
Manatuto,Urban,Female,70,6
Manatuto,Urban,Female,71,14
Manatuto,Urban,Female,72,11
Manatuto,Urban,Female,73,9
Manatuto,Urban,Female,74,4
Manatuto,Urban,Female,75,
Manatuto,Urban,Female,76,6
Manatuto,Urban,Female,77,5
Manatuto,Urban,Female,78,
Manatuto,Urban,Female,79,5
Manatuto,Urban,Female,80,6
Manatuto,Urban,Female,81,
Manatuto,Urban,Female,82,6
Manatuto,Urban,Female,83,
Manatuto,Urban,Female,84,
Manatuto,Urban,Female,85,8
Manatuto,Rural,Female,0,478
Manatuto,Rural,Female,1,507
Manatuto,Rural,Female,2,556
Manatuto,Rural,Female,3,582
Manatuto,Rural,Female,4,533
Manatuto,Rural,Female,5,542
Manatuto,Rural,Female,6,559
Manatuto,Rural,Female,7,597
Manatuto,Rural,Female,8,523
Manatuto,Rural,Female,9,525
Manatuto,Rural,Female,10,513
Manatuto,Rural,Female,11,494
Manatuto,Rural,Female,12,572
Manatuto,Rural,Female,13,473
Manatuto,Rural,Female,14,590
Manatuto,Rural,Female,15,528
Manatuto,Rural,Female,16,592
Manatuto,Rural,Female,17,533
Manatuto,Rural,Female,18,479
Manatuto,Rural,Female,19,494
Manatuto,Rural,Female,20,378
Manatuto,Rural,Female,21,357
Manatuto,Rural,Female,22,334
Manatuto,Rural,Female,23,334
Manatuto,Rural,Female,24,295
Manatuto,Rural,Female,25,340
Manatuto,Rural,Female,26,342
Manatuto,Rural,Female,27,356
Manatuto,Rural,Female,28,320
Manatuto,Rural,Female,29,348
Manatuto,Rural,Female,30,315
Manatuto,Rural,Female,31,327
Manatuto,Rural,Female,32,359
Manatuto,Rural,Female,33,319
Manatuto,Rural,Female,34,300
Manatuto,Rural,Female,35,279
Manatuto,Rural,Female,36,292
Manatuto,Rural,Female,37,286
Manatuto,Rural,Female,38,259
Manatuto,Rural,Female,39,221
Manatuto,Rural,Female,40,219
Manatuto,Rural,Female,41,197
Manatuto,Rural,Female,42,124
Manatuto,Rural,Female,43,117
Manatuto,Rural,Female,44,106
Manatuto,Rural,Female,45,133
Manatuto,Rural,Female,46,181
Manatuto,Rural,Female,47,202
Manatuto,Rural,Female,48,183
Manatuto,Rural,Female,49,201
Manatuto,Rural,Female,50,175
Manatuto,Rural,Female,51,151
Manatuto,Rural,Female,52,172
Manatuto,Rural,Female,53,159
Manatuto,Rural,Female,54,157
Manatuto,Rural,Female,55,119
Manatuto,Rural,Female,56,127
Manatuto,Rural,Female,57,147
Manatuto,Rural,Female,58,134
Manatuto,Rural,Female,59,121
Manatuto,Rural,Female,60,133
Manatuto,Rural,Female,61,130
Manatuto,Rural,Female,62,148
Manatuto,Rural,Female,63,123
Manatuto,Rural,Female,64,117
Manatuto,Rural,Female,65,109
Manatuto,Rural,Female,66,86
Manatuto,Rural,Female,67,91
Manatuto,Rural,Female,68,113
Manatuto,Rural,Female,69,99
Manatuto,Rural,Female,70,102
Manatuto,Rural,Female,71,80
Manatuto,Rural,Female,72,140
Manatuto,Rural,Female,73,99
Manatuto,Rural,Female,74,134
Manatuto,Rural,Female,75,134
Manatuto,Rural,Female,76,138
Manatuto,Rural,Female,77,113
Manatuto,Rural,Female,78,49
Manatuto,Rural,Female,79,75
Manatuto,Rural,Female,80,68
Manatuto,Rural,Female,81,51
Manatuto,Rural,Female,82,69
Manatuto,Rural,Female,83,29
Manatuto,Rural,Female,84,23
Manatuto,Rural,Female,85,94
Manufahi,Urban,Total,0,141
Manufahi,Urban,Total,1,170
Manufahi,Urban,Total,2,173
Manufahi,Urban,Total,3,156
Manufahi,Urban,Total,4,156
Manufahi,Urban,Total,5,169
Manufahi,Urban,Total,6,185
Manufahi,Urban,Total,7,166
Manufahi,Urban,Total,8,155
Manufahi,Urban,Total,9,172
Manufahi,Urban,Total,10,142
Manufahi,Urban,Total,11,163
Manufahi,Urban,Total,12,168
Manufahi,Urban,Total,13,159
Manufahi,Urban,Total,14,165
Manufahi,Urban,Total,15,170
Manufahi,Urban,Total,16,225
Manufahi,Urban,Total,17,218
Manufahi,Urban,Total,18,169
Manufahi,Urban,Total,19,152
Manufahi,Urban,Total,20,107
Manufahi,Urban,Total,21,124
Manufahi,Urban,Total,22,134
Manufahi,Urban,Total,23,106
Manufahi,Urban,Total,24,114
Manufahi,Urban,Total,25,122
Manufahi,Urban,Total,26,116
Manufahi,Urban,Total,27,121
Manufahi,Urban,Total,28,128
Manufahi,Urban,Total,29,88
Manufahi,Urban,Total,30,101
Manufahi,Urban,Total,31,96
Manufahi,Urban,Total,32,96
Manufahi,Urban,Total,33,106
Manufahi,Urban,Total,34,89
Manufahi,Urban,Total,35,103
Manufahi,Urban,Total,36,83
Manufahi,Urban,Total,37,91
Manufahi,Urban,Total,38,93
Manufahi,Urban,Total,39,84
Manufahi,Urban,Total,40,82
Manufahi,Urban,Total,41,74
Manufahi,Urban,Total,42,58
Manufahi,Urban,Total,43,56
Manufahi,Urban,Total,44,53
Manufahi,Urban,Total,45,54
Manufahi,Urban,Total,46,64
Manufahi,Urban,Total,47,80
Manufahi,Urban,Total,48,74
Manufahi,Urban,Total,49,74
Manufahi,Urban,Total,50,65
Manufahi,Urban,Total,51,52
Manufahi,Urban,Total,52,71
Manufahi,Urban,Total,53,66
Manufahi,Urban,Total,54,54
Manufahi,Urban,Total,55,48
Manufahi,Urban,Total,56,45
Manufahi,Urban,Total,57,38
Manufahi,Urban,Total,58,36
Manufahi,Urban,Total,59,33
Manufahi,Urban,Total,60,43
Manufahi,Urban,Total,61,30
Manufahi,Urban,Total,62,35
Manufahi,Urban,Total,63,32
Manufahi,Urban,Total,64,31
Manufahi,Urban,Total,65,26
Manufahi,Urban,Total,66,25
Manufahi,Urban,Total,67,27
Manufahi,Urban,Total,68,28
Manufahi,Urban,Total,69,26
Manufahi,Urban,Total,70,32
Manufahi,Urban,Total,71,18
Manufahi,Urban,Total,72,34
Manufahi,Urban,Total,73,18
Manufahi,Urban,Total,74,20
Manufahi,Urban,Total,75,10
Manufahi,Urban,Total,76,15
Manufahi,Urban,Total,77,17
Manufahi,Urban,Total,78,11
Manufahi,Urban,Total,79,8
Manufahi,Urban,Total,80,14
Manufahi,Urban,Total,81,
Manufahi,Urban,Total,82,10
Manufahi,Urban,Total,83,
Manufahi,Urban,Total,84,
Manufahi,Urban,Total,85,20
Manufahi,Rural,Total,0,1252
Manufahi,Rural,Total,1,1309
Manufahi,Rural,Total,2,1407
Manufahi,Rural,Total,3,1326
Manufahi,Rural,Total,4,1279
Manufahi,Rural,Total,5,1363
Manufahi,Rural,Total,6,1283
Manufahi,Rural,Total,7,1279
Manufahi,Rural,Total,8,1170
Manufahi,Rural,Total,9,1168
Manufahi,Rural,Total,10,1176
Manufahi,Rural,Total,11,1123
Manufahi,Rural,Total,12,1258
Manufahi,Rural,Total,13,1167
Manufahi,Rural,Total,14,1237
Manufahi,Rural,Total,15,1295
Manufahi,Rural,Total,16,1334
Manufahi,Rural,Total,17,1243
Manufahi,Rural,Total,18,1215
Manufahi,Rural,Total,19,1160
Manufahi,Rural,Total,20,1004
Manufahi,Rural,Total,21,990
Manufahi,Rural,Total,22,991
Manufahi,Rural,Total,23,936
Manufahi,Rural,Total,24,953
Manufahi,Rural,Total,25,908
Manufahi,Rural,Total,26,817
Manufahi,Rural,Total,27,887
Manufahi,Rural,Total,28,797
Manufahi,Rural,Total,29,760
Manufahi,Rural,Total,30,802
Manufahi,Rural,Total,31,697
Manufahi,Rural,Total,32,730
Manufahi,Rural,Total,33,718
Manufahi,Rural,Total,34,639
Manufahi,Rural,Total,35,667
Manufahi,Rural,Total,36,610
Manufahi,Rural,Total,37,645
Manufahi,Rural,Total,38,602
Manufahi,Rural,Total,39,584
Manufahi,Rural,Total,40,588
Manufahi,Rural,Total,41,445
Manufahi,Rural,Total,42,355
Manufahi,Rural,Total,43,259
Manufahi,Rural,Total,44,264
Manufahi,Rural,Total,45,345
Manufahi,Rural,Total,46,389
Manufahi,Rural,Total,47,489
Manufahi,Rural,Total,48,478
Manufahi,Rural,Total,49,471
Manufahi,Rural,Total,50,506
Manufahi,Rural,Total,51,338
Manufahi,Rural,Total,52,469
Manufahi,Rural,Total,53,401
Manufahi,Rural,Total,54,302
Manufahi,Rural,Total,55,251
Manufahi,Rural,Total,56,262
Manufahi,Rural,Total,57,248
Manufahi,Rural,Total,58,213
Manufahi,Rural,Total,59,220
Manufahi,Rural,Total,60,251
Manufahi,Rural,Total,61,218
Manufahi,Rural,Total,62,342
Manufahi,Rural,Total,63,234
Manufahi,Rural,Total,64,194
Manufahi,Rural,Total,65,234
Manufahi,Rural,Total,66,206
Manufahi,Rural,Total,67,209
Manufahi,Rural,Total,68,212
Manufahi,Rural,Total,69,240
Manufahi,Rural,Total,70,253
Manufahi,Rural,Total,71,284
Manufahi,Rural,Total,72,417
Manufahi,Rural,Total,73,239
Manufahi,Rural,Total,74,336
Manufahi,Rural,Total,75,224
Manufahi,Rural,Total,76,202
Manufahi,Rural,Total,77,209
Manufahi,Rural,Total,78,115
Manufahi,Rural,Total,79,137
Manufahi,Rural,Total,80,135
Manufahi,Rural,Total,81,80
Manufahi,Rural,Total,82,104
Manufahi,Rural,Total,83,47
Manufahi,Rural,Total,84,42
Manufahi,Rural,Total,85,236
Manufahi,Urban,Male,0,72
Manufahi,Urban,Male,1,94
Manufahi,Urban,Male,2,97
Manufahi,Urban,Male,3,85
Manufahi,Urban,Male,4,84
Manufahi,Urban,Male,5,88
Manufahi,Urban,Male,6,90
Manufahi,Urban,Male,7,81
Manufahi,Urban,Male,8,96
Manufahi,Urban,Male,9,89
Manufahi,Urban,Male,10,75
Manufahi,Urban,Male,11,89
Manufahi,Urban,Male,12,91
Manufahi,Urban,Male,13,79
Manufahi,Urban,Male,14,87
Manufahi,Urban,Male,15,88
Manufahi,Urban,Male,16,109
Manufahi,Urban,Male,17,114
Manufahi,Urban,Male,18,83
Manufahi,Urban,Male,19,80
Manufahi,Urban,Male,20,63
Manufahi,Urban,Male,21,70
Manufahi,Urban,Male,22,70
Manufahi,Urban,Male,23,56
Manufahi,Urban,Male,24,60
Manufahi,Urban,Male,25,65
Manufahi,Urban,Male,26,51
Manufahi,Urban,Male,27,64
Manufahi,Urban,Male,28,65
Manufahi,Urban,Male,29,45
Manufahi,Urban,Male,30,49
Manufahi,Urban,Male,31,51
Manufahi,Urban,Male,32,44
Manufahi,Urban,Male,33,53
Manufahi,Urban,Male,34,43
Manufahi,Urban,Male,35,46
Manufahi,Urban,Male,36,45
Manufahi,Urban,Male,37,49
Manufahi,Urban,Male,38,51
Manufahi,Urban,Male,39,54
Manufahi,Urban,Male,40,48
Manufahi,Urban,Male,41,45
Manufahi,Urban,Male,42,23
Manufahi,Urban,Male,43,30
Manufahi,Urban,Male,44,32
Manufahi,Urban,Male,45,28
Manufahi,Urban,Male,46,38
Manufahi,Urban,Male,47,43
Manufahi,Urban,Male,48,42
Manufahi,Urban,Male,49,39
Manufahi,Urban,Male,50,32
Manufahi,Urban,Male,51,26
Manufahi,Urban,Male,52,42
Manufahi,Urban,Male,53,33
Manufahi,Urban,Male,54,32
Manufahi,Urban,Male,55,24
Manufahi,Urban,Male,56,33
Manufahi,Urban,Male,57,22
Manufahi,Urban,Male,58,22
Manufahi,Urban,Male,59,16
Manufahi,Urban,Male,60,19
Manufahi,Urban,Male,61,20
Manufahi,Urban,Male,62,18
Manufahi,Urban,Male,63,18
Manufahi,Urban,Male,64,19
Manufahi,Urban,Male,65,14
Manufahi,Urban,Male,66,8
Manufahi,Urban,Male,67,12
Manufahi,Urban,Male,68,18
Manufahi,Urban,Male,69,14
Manufahi,Urban,Male,70,14
Manufahi,Urban,Male,71,8
Manufahi,Urban,Male,72,15
Manufahi,Urban,Male,73,9
Manufahi,Urban,Male,74,10
Manufahi,Urban,Male,75,
Manufahi,Urban,Male,76,6
Manufahi,Urban,Male,77,9
Manufahi,Urban,Male,78,
Manufahi,Urban,Male,79,4
Manufahi,Urban,Male,80,8
Manufahi,Urban,Male,81,
Manufahi,Urban,Male,82,5
Manufahi,Urban,Male,83,
Manufahi,Urban,Male,84,
Manufahi,Urban,Male,85,4
Manufahi,Rural,Male,0,650
Manufahi,Rural,Male,1,659
Manufahi,Rural,Male,2,744
Manufahi,Rural,Male,3,645
Manufahi,Rural,Male,4,622
Manufahi,Rural,Male,5,658
Manufahi,Rural,Male,6,694
Manufahi,Rural,Male,7,698
Manufahi,Rural,Male,8,593
Manufahi,Rural,Male,9,594
Manufahi,Rural,Male,10,603
Manufahi,Rural,Male,11,584
Manufahi,Rural,Male,12,657
Manufahi,Rural,Male,13,590
Manufahi,Rural,Male,14,622
Manufahi,Rural,Male,15,667
Manufahi,Rural,Male,16,702
Manufahi,Rural,Male,17,633
Manufahi,Rural,Male,18,666
Manufahi,Rural,Male,19,614
Manufahi,Rural,Male,20,510
Manufahi,Rural,Male,21,533
Manufahi,Rural,Male,22,536
Manufahi,Rural,Male,23,481
Manufahi,Rural,Male,24,514
Manufahi,Rural,Male,25,481
Manufahi,Rural,Male,26,461
Manufahi,Rural,Male,27,467
Manufahi,Rural,Male,28,401
Manufahi,Rural,Male,29,373
Manufahi,Rural,Male,30,416
Manufahi,Rural,Male,31,400
Manufahi,Rural,Male,32,385
Manufahi,Rural,Male,33,366
Manufahi,Rural,Male,34,323
Manufahi,Rural,Male,35,380
Manufahi,Rural,Male,36,336
Manufahi,Rural,Male,37,346
Manufahi,Rural,Male,38,331
Manufahi,Rural,Male,39,300
Manufahi,Rural,Male,40,320
Manufahi,Rural,Male,41,228
Manufahi,Rural,Male,42,184
Manufahi,Rural,Male,43,146
Manufahi,Rural,Male,44,136
Manufahi,Rural,Male,45,182
Manufahi,Rural,Male,46,216
Manufahi,Rural,Male,47,265
Manufahi,Rural,Male,48,260
Manufahi,Rural,Male,49,247
Manufahi,Rural,Male,50,274
Manufahi,Rural,Male,51,173
Manufahi,Rural,Male,52,260
Manufahi,Rural,Male,53,243
Manufahi,Rural,Male,54,175
Manufahi,Rural,Male,55,135
Manufahi,Rural,Male,56,138
Manufahi,Rural,Male,57,136
Manufahi,Rural,Male,58,106
Manufahi,Rural,Male,59,121
Manufahi,Rural,Male,60,120
Manufahi,Rural,Male,61,101
Manufahi,Rural,Male,62,169
Manufahi,Rural,Male,63,126
Manufahi,Rural,Male,64,96
Manufahi,Rural,Male,65,112
Manufahi,Rural,Male,66,115
Manufahi,Rural,Male,67,100
Manufahi,Rural,Male,68,127
Manufahi,Rural,Male,69,128
Manufahi,Rural,Male,70,138
Manufahi,Rural,Male,71,140
Manufahi,Rural,Male,72,183
Manufahi,Rural,Male,73,107
Manufahi,Rural,Male,74,146
Manufahi,Rural,Male,75,114
Manufahi,Rural,Male,76,87
Manufahi,Rural,Male,77,107
Manufahi,Rural,Male,78,56
Manufahi,Rural,Male,79,72
Manufahi,Rural,Male,80,69
Manufahi,Rural,Male,81,34
Manufahi,Rural,Male,82,47
Manufahi,Rural,Male,83,22
Manufahi,Rural,Male,84,16
Manufahi,Rural,Male,85,111
Manufahi,Urban,Female,0,69
Manufahi,Urban,Female,1,76
Manufahi,Urban,Female,2,76
Manufahi,Urban,Female,3,71
Manufahi,Urban,Female,4,72
Manufahi,Urban,Female,5,81
Manufahi,Urban,Female,6,95
Manufahi,Urban,Female,7,85
Manufahi,Urban,Female,8,59
Manufahi,Urban,Female,9,83
Manufahi,Urban,Female,10,67
Manufahi,Urban,Female,11,74
Manufahi,Urban,Female,12,77
Manufahi,Urban,Female,13,80
Manufahi,Urban,Female,14,78
Manufahi,Urban,Female,15,82
Manufahi,Urban,Female,16,116
Manufahi,Urban,Female,17,104
Manufahi,Urban,Female,18,86
Manufahi,Urban,Female,19,72
Manufahi,Urban,Female,20,44
Manufahi,Urban,Female,21,54
Manufahi,Urban,Female,22,64
Manufahi,Urban,Female,23,50
Manufahi,Urban,Female,24,54
Manufahi,Urban,Female,25,57
Manufahi,Urban,Female,26,65
Manufahi,Urban,Female,27,57
Manufahi,Urban,Female,28,63
Manufahi,Urban,Female,29,43
Manufahi,Urban,Female,30,52
Manufahi,Urban,Female,31,45
Manufahi,Urban,Female,32,52
Manufahi,Urban,Female,33,53
Manufahi,Urban,Female,34,46
Manufahi,Urban,Female,35,57
Manufahi,Urban,Female,36,38
Manufahi,Urban,Female,37,42
Manufahi,Urban,Female,38,42
Manufahi,Urban,Female,39,30
Manufahi,Urban,Female,40,34
Manufahi,Urban,Female,41,29
Manufahi,Urban,Female,42,35
Manufahi,Urban,Female,43,26
Manufahi,Urban,Female,44,21
Manufahi,Urban,Female,45,26
Manufahi,Urban,Female,46,26
Manufahi,Urban,Female,47,37
Manufahi,Urban,Female,48,32
Manufahi,Urban,Female,49,35
Manufahi,Urban,Female,50,33
Manufahi,Urban,Female,51,26
Manufahi,Urban,Female,52,29
Manufahi,Urban,Female,53,33
Manufahi,Urban,Female,54,22
Manufahi,Urban,Female,55,24
Manufahi,Urban,Female,56,12
Manufahi,Urban,Female,57,16
Manufahi,Urban,Female,58,14
Manufahi,Urban,Female,59,17
Manufahi,Urban,Female,60,24
Manufahi,Urban,Female,61,10
Manufahi,Urban,Female,62,17
Manufahi,Urban,Female,63,14
Manufahi,Urban,Female,64,12
Manufahi,Urban,Female,65,12
Manufahi,Urban,Female,66,17
Manufahi,Urban,Female,67,15
Manufahi,Urban,Female,68,10
Manufahi,Urban,Female,69,12
Manufahi,Urban,Female,70,18
Manufahi,Urban,Female,71,10
Manufahi,Urban,Female,72,19
Manufahi,Urban,Female,73,9
Manufahi,Urban,Female,74,10
Manufahi,Urban,Female,75,7
Manufahi,Urban,Female,76,9
Manufahi,Urban,Female,77,8
Manufahi,Urban,Female,78,9
Manufahi,Urban,Female,79,4
Manufahi,Urban,Female,80,6
Manufahi,Urban,Female,81,
Manufahi,Urban,Female,82,5
Manufahi,Urban,Female,83,
Manufahi,Urban,Female,84,
Manufahi,Urban,Female,85,16
Manufahi,Rural,Female,0,602
Manufahi,Rural,Female,1,650
Manufahi,Rural,Female,2,663
Manufahi,Rural,Female,3,681
Manufahi,Rural,Female,4,657
Manufahi,Rural,Female,5,705
Manufahi,Rural,Female,6,589
Manufahi,Rural,Female,7,581
Manufahi,Rural,Female,8,577
Manufahi,Rural,Female,9,574
Manufahi,Rural,Female,10,573
Manufahi,Rural,Female,11,539
Manufahi,Rural,Female,12,601
Manufahi,Rural,Female,13,577
Manufahi,Rural,Female,14,615
Manufahi,Rural,Female,15,628
Manufahi,Rural,Female,16,632
Manufahi,Rural,Female,17,610
Manufahi,Rural,Female,18,549
Manufahi,Rural,Female,19,546
Manufahi,Rural,Female,20,494
Manufahi,Rural,Female,21,457
Manufahi,Rural,Female,22,455
Manufahi,Rural,Female,23,455
Manufahi,Rural,Female,24,439
Manufahi,Rural,Female,25,427
Manufahi,Rural,Female,26,356
Manufahi,Rural,Female,27,420
Manufahi,Rural,Female,28,396
Manufahi,Rural,Female,29,387
Manufahi,Rural,Female,30,386
Manufahi,Rural,Female,31,297
Manufahi,Rural,Female,32,345
Manufahi,Rural,Female,33,352
Manufahi,Rural,Female,34,316
Manufahi,Rural,Female,35,287
Manufahi,Rural,Female,36,274
Manufahi,Rural,Female,37,299
Manufahi,Rural,Female,38,271
Manufahi,Rural,Female,39,284
Manufahi,Rural,Female,40,268
Manufahi,Rural,Female,41,217
Manufahi,Rural,Female,42,171
Manufahi,Rural,Female,43,113
Manufahi,Rural,Female,44,128
Manufahi,Rural,Female,45,163
Manufahi,Rural,Female,46,173
Manufahi,Rural,Female,47,224
Manufahi,Rural,Female,48,218
Manufahi,Rural,Female,49,224
Manufahi,Rural,Female,50,232
Manufahi,Rural,Female,51,165
Manufahi,Rural,Female,52,209
Manufahi,Rural,Female,53,158
Manufahi,Rural,Female,54,127
Manufahi,Rural,Female,55,116
Manufahi,Rural,Female,56,124
Manufahi,Rural,Female,57,112
Manufahi,Rural,Female,58,107
Manufahi,Rural,Female,59,99
Manufahi,Rural,Female,60,131
Manufahi,Rural,Female,61,117
Manufahi,Rural,Female,62,173
Manufahi,Rural,Female,63,108
Manufahi,Rural,Female,64,98
Manufahi,Rural,Female,65,122
Manufahi,Rural,Female,66,91
Manufahi,Rural,Female,67,109
Manufahi,Rural,Female,68,85
Manufahi,Rural,Female,69,112
Manufahi,Rural,Female,70,115
Manufahi,Rural,Female,71,144
Manufahi,Rural,Female,72,234
Manufahi,Rural,Female,73,132
Manufahi,Rural,Female,74,190
Manufahi,Rural,Female,75,110
Manufahi,Rural,Female,76,115
Manufahi,Rural,Female,77,102
Manufahi,Rural,Female,78,59
Manufahi,Rural,Female,79,65
Manufahi,Rural,Female,80,66
Manufahi,Rural,Female,81,46
Manufahi,Rural,Female,82,57
Manufahi,Rural,Female,83,25
Manufahi,Rural,Female,84,26
Manufahi,Rural,Female,85,125
Oecusse,Urban,Total,0,377
Oecusse,Urban,Total,1,349
Oecusse,Urban,Total,2,419
Oecusse,Urban,Total,3,429
Oecusse,Urban,Total,4,446
Oecusse,Urban,Total,5,420
Oecusse,Urban,Total,6,362
Oecusse,Urban,Total,7,419
Oecusse,Urban,Total,8,368
Oecusse,Urban,Total,9,392
Oecusse,Urban,Total,10,381
Oecusse,Urban,Total,11,354
Oecusse,Urban,Total,12,373
Oecusse,Urban,Total,13,318
Oecusse,Urban,Total,14,369
Oecusse,Urban,Total,15,414
Oecusse,Urban,Total,16,355
Oecusse,Urban,Total,17,360
Oecusse,Urban,Total,18,373
Oecusse,Urban,Total,19,334
Oecusse,Urban,Total,20,311
Oecusse,Urban,Total,21,260
Oecusse,Urban,Total,22,241
Oecusse,Urban,Total,23,234
Oecusse,Urban,Total,24,193
Oecusse,Urban,Total,25,224
Oecusse,Urban,Total,26,215
Oecusse,Urban,Total,27,230
Oecusse,Urban,Total,28,237
Oecusse,Urban,Total,29,224
Oecusse,Urban,Total,30,237
Oecusse,Urban,Total,31,215
Oecusse,Urban,Total,32,225
Oecusse,Urban,Total,33,220
Oecusse,Urban,Total,34,266
Oecusse,Urban,Total,35,223
Oecusse,Urban,Total,36,277
Oecusse,Urban,Total,37,222
Oecusse,Urban,Total,38,288
Oecusse,Urban,Total,39,214
Oecusse,Urban,Total,40,186
Oecusse,Urban,Total,41,183
Oecusse,Urban,Total,42,179
Oecusse,Urban,Total,43,150
Oecusse,Urban,Total,44,136
Oecusse,Urban,Total,45,117
Oecusse,Urban,Total,46,123
Oecusse,Urban,Total,47,114
Oecusse,Urban,Total,48,125
Oecusse,Urban,Total,49,110
Oecusse,Urban,Total,50,96
Oecusse,Urban,Total,51,88
Oecusse,Urban,Total,52,109
Oecusse,Urban,Total,53,122
Oecusse,Urban,Total,54,84
Oecusse,Urban,Total,55,73
Oecusse,Urban,Total,56,79
Oecusse,Urban,Total,57,74
Oecusse,Urban,Total,58,62
Oecusse,Urban,Total,59,52
Oecusse,Urban,Total,60,48
Oecusse,Urban,Total,61,31
Oecusse,Urban,Total,62,50
Oecusse,Urban,Total,63,39
Oecusse,Urban,Total,64,36
Oecusse,Urban,Total,65,38
Oecusse,Urban,Total,66,30
Oecusse,Urban,Total,67,12
Oecusse,Urban,Total,68,34
Oecusse,Urban,Total,69,40
Oecusse,Urban,Total,70,22
Oecusse,Urban,Total,71,24
Oecusse,Urban,Total,72,37
Oecusse,Urban,Total,73,19
Oecusse,Urban,Total,74,30
Oecusse,Urban,Total,75,20
Oecusse,Urban,Total,76,20
Oecusse,Urban,Total,77,23
Oecusse,Urban,Total,78,8
Oecusse,Urban,Total,79,5
Oecusse,Urban,Total,80,9
Oecusse,Urban,Total,81,5
Oecusse,Urban,Total,82,9
Oecusse,Urban,Total,83,6
Oecusse,Urban,Total,84,0
Oecusse,Urban,Total,85,15
Oecusse,Rural,Total,0,1256
Oecusse,Rural,Total,1,1352
Oecusse,Rural,Total,2,1584
Oecusse,Rural,Total,3,1627
Oecusse,Rural,Total,4,1594
Oecusse,Rural,Total,5,1495
Oecusse,Rural,Total,6,1440
Oecusse,Rural,Total,7,1478
Oecusse,Rural,Total,8,1284
Oecusse,Rural,Total,9,1421
Oecusse,Rural,Total,10,1350
Oecusse,Rural,Total,11,1526
Oecusse,Rural,Total,12,1821
Oecusse,Rural,Total,13,1620
Oecusse,Rural,Total,14,1927
Oecusse,Rural,Total,15,1878
Oecusse,Rural,Total,16,1785
Oecusse,Rural,Total,17,1609
Oecusse,Rural,Total,18,1573
Oecusse,Rural,Total,19,1490
Oecusse,Rural,Total,20,1312
Oecusse,Rural,Total,21,1157
Oecusse,Rural,Total,22,1247
Oecusse,Rural,Total,23,1003
Oecusse,Rural,Total,24,824
Oecusse,Rural,Total,25,793
Oecusse,Rural,Total,26,739
Oecusse,Rural,Total,27,685
Oecusse,Rural,Total,28,751
Oecusse,Rural,Total,29,767
Oecusse,Rural,Total,30,823
Oecusse,Rural,Total,31,736
Oecusse,Rural,Total,32,781
Oecusse,Rural,Total,33,777
Oecusse,Rural,Total,34,722
Oecusse,Rural,Total,35,778
Oecusse,Rural,Total,36,803
Oecusse,Rural,Total,37,795
Oecusse,Rural,Total,38,779
Oecusse,Rural,Total,39,631
Oecusse,Rural,Total,40,671
Oecusse,Rural,Total,41,559
Oecusse,Rural,Total,42,705
Oecusse,Rural,Total,43,579
Oecusse,Rural,Total,44,553
Oecusse,Rural,Total,45,536
Oecusse,Rural,Total,46,625
Oecusse,Rural,Total,47,633
Oecusse,Rural,Total,48,588
Oecusse,Rural,Total,49,502
Oecusse,Rural,Total,50,481
Oecusse,Rural,Total,51,455
Oecusse,Rural,Total,52,552
Oecusse,Rural,Total,53,444
Oecusse,Rural,Total,54,431
Oecusse,Rural,Total,55,351
Oecusse,Rural,Total,56,342
Oecusse,Rural,Total,57,354
Oecusse,Rural,Total,58,334
Oecusse,Rural,Total,59,278
Oecusse,Rural,Total,60,270
Oecusse,Rural,Total,61,232
Oecusse,Rural,Total,62,375
Oecusse,Rural,Total,63,339
Oecusse,Rural,Total,64,331
Oecusse,Rural,Total,65,312
Oecusse,Rural,Total,66,329
Oecusse,Rural,Total,67,262
Oecusse,Rural,Total,68,356
Oecusse,Rural,Total,69,437
Oecusse,Rural,Total,70,415
Oecusse,Rural,Total,71,428
Oecusse,Rural,Total,72,627
Oecusse,Rural,Total,73,407
Oecusse,Rural,Total,74,517
Oecusse,Rural,Total,75,401
Oecusse,Rural,Total,76,275
Oecusse,Rural,Total,77,247
Oecusse,Rural,Total,78,124
Oecusse,Rural,Total,79,161
Oecusse,Rural,Total,80,130
Oecusse,Rural,Total,81,103
Oecusse,Rural,Total,82,110
Oecusse,Rural,Total,83,61
Oecusse,Rural,Total,84,34
Oecusse,Rural,Total,85,176
Oecusse,Urban,Male,0,204
Oecusse,Urban,Male,1,184
Oecusse,Urban,Male,2,205
Oecusse,Urban,Male,3,236
Oecusse,Urban,Male,4,233
Oecusse,Urban,Male,5,202
Oecusse,Urban,Male,6,176
Oecusse,Urban,Male,7,234
Oecusse,Urban,Male,8,203
Oecusse,Urban,Male,9,204
Oecusse,Urban,Male,10,198
Oecusse,Urban,Male,11,173
Oecusse,Urban,Male,12,195
Oecusse,Urban,Male,13,164
Oecusse,Urban,Male,14,185
Oecusse,Urban,Male,15,195
Oecusse,Urban,Male,16,190
Oecusse,Urban,Male,17,178
Oecusse,Urban,Male,18,186
Oecusse,Urban,Male,19,177
